discipline,circuit_type,altitude_band,control,lag_s,mean_m2,n_flights,n_clusters,pointwise_95_low_m2,pointwise_95_high_m2
paragliders,closed,Low mountains,available segments,402.0,5529914.356437198,50184,27639,5493384.153468857,5564255.524167236
paragliders,closed,Low mountains,available segments,453.0,6769674.251028829,50169,27630,6723759.077369233,6812944.107100809
paragliders,closed,Low mountains,available segments,511.0,8271225.10202134,50153,27623,8213326.627492586,8326138.759076155
paragliders,closed,Low mountains,available segments,576.0,10082937.51607967,50139,27613,10010859.556233793,10152873.227218313
paragliders,closed,Low mountains,available segments,649.0,12255747.186690986,50111,27600,12164965.17820293,12342824.42511148
paragliders,closed,Low mountains,available segments,732.0,14884863.950581715,50095,27592,14770577.950077387,14993426.127159411
paragliders,closed,Low mountains,available segments,825.0,18027744.525192995,50070,27581,17883674.504980516,18165030.72806098
paragliders,closed,Low mountains,available segments,931.0,21827451.19152269,50029,27561,21649041.86708516,22001017.750079945
paragliders,closed,Low mountains,available segments,1049.0,26298604.896874417,49986,27538,26072264.28010306,26518238.08234649
paragliders,closed,Low mountains,available segments,1183.0,31613490.766444184,49924,27508,31326560.28243882,31897055.167106915
paragliders,closed,Low mountains,available segments,1334.0,37910615.30082329,49734,27407,37556410.359899975,38274420.22689102
paragliders,closed,Low mountains,available segments,1504.0,45365599.91932245,49374,27198,44906391.23544675,45825645.500430085
paragliders,closed,Low mountains,available segments,1695.0,54209682.2115951,48758,26858,53639206.74974603,54782824.5037257
paragliders,closed,Low mountains,available segments,1911.0,64724566.38644741,47795,26349,63999192.8444025,65443370.49780968
paragliders,closed,Low mountains,available segments,2155.0,77424198.25742255,46412,25564,76512132.18310155,78330033.34321576
paragliders,closed,Low mountains,available segments,2429.0,92856022.42001468,44426,24490,91678520.61233313,94025944.46622269
paragliders,closed,Low mountains,available segments,2739.0,111749496.672848,41965,23106,110230075.38158114,113261683.82134862
paragliders,closed,Low mountains,available segments,3088.0,135548150.39898065,38862,21345,133603562.21592109,137475041.92111012
paragliders,closed,Low mountains,available segments,3481.0,165569059.40516996,35258,19295,163100535.87752694,168030920.0065445
paragliders,closed,Low mountains,available segments,3925.0,204851709.77526927,31127,16980,201683838.21143028,208152476.25404334
paragliders,closed,Low mountains,available segments,4425.0,254940623.19401377,26868,14607,250842953.83295265,259323112.6393419
paragliders,closed,Low mountains,available segments,4989.0,321426062.52775323,22408,12147,315893710.7795619,327201869.6436986
paragliders,closed,Low mountains,available segments,5624.0,407444134.2155373,18116,9867,399931613.7262986,415447776.51388663
paragliders,closed,Low mountains,available segments,6341.0,518989779.9101106,14222,7736,508300081.9358466,530302532.79765743
paragliders,closed,Low mountains,available segments,7149.0,658979769.5883511,10865,5961,643468499.6635768,674532458.8031045
paragliders,closed,Low mountains,available segments,8059.0,844869000.5581948,7890,4402,824111483.5919696,865993197.483694
paragliders,closed,Low mountains,available segments,9086.0,1089674182.069923,5456,3077,1060220706.726339,1119622838.1880596
paragliders,closed,Low mountains,available segments,10000.0,1339409368.161564,3887,2241,1301191403.6389985,1378794211.0381742
paragliders,closed,Low mountains,fixed long segments,10.0,8867.805183883678,3887,2241,8795.827287473192,8940.458230165257
paragliders,closed,Low mountains,fixed long segments,11.0,10712.999793859139,3887,2241,10630.10605197895,10797.837828539072
paragliders,closed,Low mountains,fixed long segments,12.0,12108.140118880845,3887,2241,12002.105147714343,12222.581121320276
paragliders,closed,Low mountains,fixed long segments,14.0,16615.372015542594,3887,2241,16478.940288895312,16756.773979072004
paragliders,closed,Low mountains,fixed long segments,16.0,21033.722871309816,3887,2241,20856.472537527097,21207.88379783536
paragliders,closed,Low mountains,fixed long segments,18.0,26549.880256654797,3887,2241,26332.521603133588,26765.328424004827
paragliders,closed,Low mountains,fixed long segments,20.0,31655.919472912512,3887,2241,31392.506801920295,31921.057982551258
paragliders,closed,Low mountains,fixed long segments,23.0,41630.68379624791,3887,2241,41276.48379966899,41998.70229379169
paragliders,closed,Low mountains,fixed long segments,25.0,46864.62445129599,3887,2241,46429.159714363,47331.02678056101
paragliders,closed,Low mountains,fixed long segments,29.0,63842.85936143314,3887,2241,63265.89589359748,64410.43832281453
paragliders,closed,Low mountains,fixed long segments,32.0,75521.23709741607,3887,2241,74826.64824783185,76239.6970220138
paragliders,closed,Low mountains,fixed long segments,37.0,99613.27877078242,3887,2241,98651.53922816733,100573.185616065
paragliders,closed,Low mountains,fixed long segments,41.0,121237.87217407384,3887,2241,120109.63671133194,122404.72062857129
paragliders,closed,Low mountains,fixed long segments,46.0,152208.76592548078,3887,2241,150744.86731157967,153668.85734610521
paragliders,closed,Low mountains,fixed long segments,52.0,189332.3138114629,3887,2241,187475.8633499909,191235.75251783303
paragliders,closed,Low mountains,fixed long segments,59.0,245008.12068071455,3887,2241,242612.39918418188,247401.84059964636
paragliders,closed,Low mountains,fixed long segments,67.0,308905.9026382011,3887,2241,305800.01163157646,312012.9730784552
paragliders,closed,Low mountains,fixed long segments,75.0,385122.15133779263,3887,2241,381230.6684304482,389034.6882125576
paragliders,closed,Low mountains,fixed long segments,85.0,481442.2156185683,3887,2241,476368.8364328312,486530.92530721315
paragliders,closed,Low mountains,fixed long segments,95.0,601131.8187789426,3887,2241,594869.9459494749,607429.1556028308
paragliders,closed,Low mountains,fixed long segments,107.0,747460.2206272511,3887,2241,739527.8438975553,755394.0634963568
paragliders,closed,Low mountains,fixed long segments,121.0,936323.7748142848,3887,2241,926367.6056261224,946498.1255399834
paragliders,closed,Low mountains,fixed long segments,137.0,1183578.8043639052,3887,2241,1170679.7612903884,1196548.8777394006
paragliders,closed,Low mountains,fixed long segments,154.0,1469885.5349321456,3887,2241,1453700.0765815591,1486303.3711345308
paragliders,closed,Low mountains,fixed long segments,174.0,1845744.2330685619,3887,2241,1825256.9791891007,1866786.2737740541
paragliders,closed,Low mountains,fixed long segments,196.0,2298735.14992282,3887,2241,2272790.7395289834,2324991.2883633547
paragliders,closed,Low mountains,fixed long segments,221.0,2861858.104643684,3887,2241,2829021.8500513327,2895140.799361175
paragliders,closed,Low mountains,fixed long segments,249.0,3563500.5215944173,3887,2241,3522006.057694333,3605729.578397405
paragliders,closed,Low mountains,fixed long segments,281.0,4432871.48247363,3887,2241,4380593.3127197195,4485963.572187931
paragliders,closed,Low mountains,fixed long segments,316.0,5487234.443047337,3887,2241,5421286.316552906,5553791.682132857
paragliders,closed,Low mountains,fixed long segments,357.0,6829269.197967584,3887,2241,6745555.620372019,6914301.318867338
paragliders,closed,Low mountains,fixed long segments,402.0,8441708.116252894,3887,2241,8336493.538705025,8548384.470653024
paragliders,closed,Low mountains,fixed long segments,453.0,10460099.971218163,3887,2241,10327802.89683926,10595025.767072137
paragliders,closed,Low mountains,fixed long segments,511.0,12952317.48372781,3887,2241,12784926.042737437,13121287.118209314
paragliders,closed,Low mountains,fixed long segments,576.0,16018978.300939027,3887,2241,15806183.741000772,16233181.78944408
paragliders,closed,Low mountains,fixed long segments,649.0,19770181.189735014,3887,2241,19502085.286043666,20038746.150979776
paragliders,closed,Low mountains,fixed long segments,732.0,24420229.56225881,3887,2241,24081681.179549903,24759326.130878218
paragliders,closed,Low mountains,fixed long segments,825.0,30125685.100848984,3887,2241,29700079.048438195,30551734.02661287
paragliders,closed,Low mountains,fixed long segments,931.0,37240654.01878055,3887,2241,36702383.45771344,37778132.31862668
paragliders,closed,Low mountains,fixed long segments,1049.0,45891060.27013121,3887,2241,45213760.00406882,46564154.141338445
paragliders,closed,Low mountains,fixed long segments,1183.0,56584577.33239002,3887,2241,55733008.56397559,57437951.28037326
paragliders,closed,Low mountains,fixed long segments,1334.0,69720686.22691022,3887,2241,68645618.51703784,70794375.83922614
paragliders,closed,Low mountains,fixed long segments,1504.0,85826898.0918446,3887,2241,84465526.71841669,87170563.63133307
paragliders,closed,Low mountains,fixed long segments,1695.0,105576561.03267302,3887,2241,103855100.64642413,107277793.12341343
paragliders,closed,Low mountains,fixed long segments,1911.0,129766760.97736043,3887,2241,127594676.19433695,131939485.06884599
paragliders,closed,Low mountains,fixed long segments,2155.0,159478673.84075123,3887,2241,156742259.9289933,162196162.1768792
paragliders,closed,Low mountains,fixed long segments,2429.0,195503187.63210702,3887,2241,192068165.2869269,198939284.2759133
paragliders,closed,Low mountains,fixed long segments,2739.0,239419343.9408284,3887,2241,235063746.25363034,243725147.50525293
paragliders,closed,Low mountains,fixed long segments,3088.0,292387809.06508875,3887,2241,286935963.5291984,297842923.09314007
paragliders,closed,Low mountains,fixed long segments,3481.0,355838998.29945976,3887,2241,349002886.4320603,362666221.5952609
paragliders,closed,Low mountains,fixed long segments,3925.0,431617627.4309236,3887,2241,423110122.16291183,440186305.943954
paragliders,closed,Low mountains,fixed long segments,4425.0,520723573.0414201,3887,2241,510095390.09178257,531363410.37276095
paragliders,closed,Low mountains,fixed long segments,4989.0,624106020.7213789,3887,2241,610912795.2143869,637273717.8429558
paragliders,closed,Low mountains,fixed long segments,5624.0,741223685.342938,3887,2241,724972039.1503453,757487513.5490838
paragliders,closed,Low mountains,fixed long segments,6341.0,870562875.6768717,3887,2241,850321128.4987144,890696480.3513794
paragliders,closed,Low mountains,fixed long segments,7149.0,1007197168.7121173,3887,2241,982824817.4553152,1032148155.4779228
paragliders,closed,Low mountains,fixed long segments,8059.0,1142547005.6537175,3887,2241,1113118671.1477687,1172542992.2903993
paragliders,closed,Low mountains,fixed long segments,9086.0,1264091927.213275,3887,2241,1229847828.1910062,1299840097.3844311
paragliders,closed,Low mountains,fixed long segments,10000.0,1339409368.161564,3887,2241,1301191403.6389985,1378794211.0381742
paragliders,closed,High mountains,available segments,10.0,8124.829387676068,30139,17502,8095.224345863194,8155.320602948102
paragliders,closed,High mountains,available segments,11.0,9801.314467419452,30139,17502,9765.946960984304,9838.67436724394
paragliders,closed,High mountains,available segments,12.0,11010.952816253592,30139,17502,10967.462038239555,11055.729770564083
paragliders,closed,High mountains,available segments,14.0,14984.30688641439,30139,17502,14925.889268307234,15043.455110393726
paragliders,closed,High mountains,available segments,16.0,18655.66499072438,30139,17502,18582.357818161614,18731.37089143804
paragliders,closed,High mountains,available segments,18.0,23452.744869317376,30139,17502,23357.962971930323,23551.229915422864
paragliders,closed,High mountains,available segments,20.0,27828.57209873395,30139,17502,27713.580599891447,27948.96826608123
paragliders,closed,High mountains,available segments,23.0,36432.309016575586,30139,17502,36272.92149277115,36598.14277867408
paragliders,closed,High mountains,available segments,25.0,40795.60041051964,30139,17502,40607.584403871486,40985.93826490379
paragliders,closed,High mountains,available segments,29.0,54733.364604631184,30139,17502,54474.22230810581,54992.368749215144
paragliders,closed,High mountains,available segments,32.0,64712.26705229603,30139,17502,64404.15111210317,65032.76838035635
paragliders,closed,High mountains,available segments,37.0,84362.25728914786,30139,17502,83945.81770605574,84782.86955624836
paragliders,closed,High mountains,available segments,41.0,102481.54373006267,30139,17502,101964.46993166799,103021.37384906245
paragliders,closed,High mountains,available segments,46.0,127664.10703256923,30139,17502,127015.65372101724,128334.16464184895
paragliders,closed,High mountains,available segments,52.0,158671.6420109272,30135,17501,157831.83665970244,159543.84625119576
paragliders,closed,High mountains,available segments,59.0,203821.17958036804,30131,17499,202725.19549529185,204974.08146687638
paragliders,closed,High mountains,available segments,67.0,255434.7269700773,30128,17496,254034.82493464588,256931.2623918851
paragliders,closed,High mountains,available segments,75.0,316512.3002673018,30128,17496,314734.1445459108,318380.30702718225
paragliders,closed,High mountains,available segments,85.0,394542.2483576767,30125,17494,392220.4549581593,396930.42172089766
paragliders,closed,High mountains,available segments,95.0,489105.7651376365,30123,17493,486235.67596957023,492122.91029726045
paragliders,closed,High mountains,available segments,107.0,605571.5055334165,30117,17490,601936.8011874155,609422.5673782668
paragliders,closed,High mountains,available segments,121.0,754633.2056953866,30111,17486,749919.7490336057,759521.6137723911
paragliders,closed,High mountains,available segments,137.0,947428.0993006242,30103,17483,941337.6197538003,953710.2222940472
paragliders,closed,High mountains,available segments,154.0,1171866.0933966348,30099,17481,1164200.104051022,1179785.7819435145
paragliders,closed,High mountains,available segments,174.0,1461061.3153207244,30095,17480,1451311.5396927677,1471067.911933297
paragliders,closed,High mountains,available segments,196.0,1806036.8460486324,30093,17479,1793568.627887939,1818640.3199423924
paragliders,closed,High mountains,available segments,221.0,2233352.3629018865,30090,17478,2217656.65552388,2249400.150340076
paragliders,closed,High mountains,available segments,249.0,2759680.7457354027,30084,17476,2740168.921091469,2779849.742312109
paragliders,closed,High mountains,available segments,281.0,3405900.227606882,30078,17472,3380778.999644606,3431495.4216949125
paragliders,closed,High mountains,available segments,316.0,4178316.363177237,30076,17471,4147082.6405938487,4210323.63948199
paragliders,closed,High mountains,available segments,357.0,5150165.456106688,30073,17470,5110157.797382012,5191042.01132469
paragliders,closed,High mountains,available segments,402.0,6305579.248083765,30065,17467,6254796.401655877,6357286.134915041
paragliders,closed,High mountains,available segments,453.0,7726792.531909894,30063,17465,7661676.901003647,7791223.356335219
paragliders,closed,High mountains,available segments,511.0,9456920.664488165,30053,17460,9375552.800288968,9538031.69517806
paragliders,closed,High mountains,available segments,576.0,11544914.049210515,30043,17452,11441634.444366341,11647667.90558089
paragliders,closed,High mountains,available segments,649.0,14057651.700559415,30030,17445,13928220.448607493,14187955.56813354
paragliders,closed,High mountains,available segments,732.0,17120018.620745756,30020,17441,16956624.062260352,17284339.35607991
paragliders,closed,High mountains,available segments,825.0,20798501.16052216,30006,17433,20593557.69224366,21007293.291595664
paragliders,closed,High mountains,available segments,931.0,25286527.5251803,29984,17423,25026455.987892788,25553207.566271342
paragliders,closed,High mountains,available segments,1049.0,30615556.55705929,29957,17412,30287089.58891075,30950364.077102862
paragliders,closed,High mountains,available segments,1183.0,37050804.99148286,29921,17395,36635057.653396115,37473950.06482306
paragliders,closed,High mountains,available segments,1334.0,44841531.47079816,29757,17306,44316376.64955269,45384402.11708366
paragliders,closed,High mountains,available segments,1504.0,54293240.60853661,29488,17157,53626396.20801327,54972396.93722547
paragliders,closed,High mountains,available segments,1695.0,65775589.59346532,29103,16953,64918115.33761785,66622607.729117855
paragliders,closed,High mountains,available segments,1911.0,79878339.12969175,28561,16645,78801839.21149641,80951385.80166392
paragliders,closed,High mountains,available segments,2155.0,97283117.50501929,27843,16226,95888239.40682125,98667037.5721241
paragliders,closed,High mountains,available segments,2429.0,119225598.77601288,26819,15631,117483087.11212464,120993247.36893511
paragliders,closed,High mountains,available segments,2739.0,146708977.699883,25599,14925,144482970.02227613,149002589.3948706
paragliders,closed,High mountains,available segments,3088.0,181031112.4070561,24189,14099,178191976.66714388,183918368.3075187
paragliders,closed,High mountains,available segments,3481.0,224489227.94640258,22555,13133,220605504.93754974,228243335.60669547
paragliders,closed,High mountains,available segments,3925.0,280727997.0485325,20703,12035,275723132.20825285,285545587.7270533
paragliders,closed,High mountains,available segments,4425.0,351793579.8151549,18729,10912,345426048.47900957,358108438.9285882
paragliders,closed,High mountains,available segments,4989.0,446246423.2113833,16570,9734,437797059.1710509,454576319.94977415
paragliders,closed,High mountains,available segments,5624.0,567149157.3635963,14463,8551,556434639.9483343,577769383.2086096
paragliders,closed,High mountains,available segments,6341.0,724418814.7900277,12364,7407,710484483.4649303,737721666.4580798
paragliders,closed,High mountains,available segments,7149.0,918356496.9565065,10459,6336,900820071.540454,936445741.4100249
paragliders,closed,High mountains,available segments,8059.0,1146994560.8686616,8768,5349,1124608346.479735,1169836192.4376316
paragliders,closed,High mountains,available segments,9086.0,1409082657.7519045,7136,4365,1378678525.4757385,1439288358.388453
paragliders,closed,High mountains,available segments,10000.0,1663330971.6312826,5770,3612,1625630747.5301247,1702797217.1494708
paragliders,closed,High mountains,fixed long segments,10.0,9489.455984110973,5770,3612,9419.056755693855,9565.992902197984
paragliders,closed,High mountains,fixed long segments,11.0,11462.217814649453,5770,3612,11379.113452195415,11555.189633462978
paragliders,closed,High mountains,fixed long segments,12.0,13013.596830572329,5770,3612,12912.124850238954,13126.26696560863
paragliders,closed,High mountains,fixed long segments,14.0,17739.290799579587,5770,3612,17606.61237216713,17879.814967870578
paragliders,closed,High mountains,fixed long segments,16.0,22371.475462386265,5770,3612,22205.11629936834,22553.452133357216
paragliders,closed,High mountains,fixed long segments,18.0,28204.045628486514,5770,3612,27991.421570952218,28434.756199182924
paragliders,closed,High mountains,fixed long segments,20.0,33832.95788967721,5770,3612,33569.82842307863,34121.275285702446
paragliders,closed,High mountains,fixed long segments,23.0,44624.80018448061,5770,3612,44274.85337190497,45007.6694756573
paragliders,closed,High mountains,fixed long segments,25.0,50549.624726156304,5770,3612,50123.60095943298,51006.70346303515
paragliders,closed,High mountains,fixed long segments,29.0,68278.00960043869,5770,3612,67726.8365346043,68872.61948498676
paragliders,closed,High mountains,fixed long segments,32.0,81338.632959069,5770,3612,80650.48442584208,82101.44818893854
paragliders,closed,High mountains,fixed long segments,37.0,107048.00324144281,5770,3612,106132.2594691507,108053.99452946769
paragliders,closed,High mountains,fixed long segments,41.0,130548.36133760291,5770,3612,129416.9454118249,131775.66098053608
paragliders,closed,High mountains,fixed long segments,46.0,163664.05690939125,5770,3612,162275.54438286004,165170.31183671713
paragliders,closed,High mountains,fixed long segments,52.0,204787.28643508992,5770,3612,202941.76672480913,206770.34019591587
paragliders,closed,High mountains,fixed long segments,59.0,264026.30889230396,5770,3612,261735.29704179752,266506.2395330449
paragliders,closed,High mountains,fixed long segments,67.0,333609.0203585355,5770,3612,330596.2815678705,336846.19076201133
paragliders,closed,High mountains,fixed long segments,75.0,415252.68523207324,5770,3612,411520.41431070253,419229.2465088348
paragliders,closed,High mountains,fixed long segments,85.0,521478.3069242851,5770,3612,516664.28648160555,526648.0457131356
paragliders,closed,High mountains,fixed long segments,95.0,649150.6163913561,5770,3612,643274.3764104792,655411.3697478081
paragliders,closed,High mountains,fixed long segments,107.0,808923.698924935,5770,3612,801395.5498325735,816881.3444708035
paragliders,closed,High mountains,fixed long segments,121.0,1014828.2771690858,5770,3612,1005301.0845833018,1024972.2488228081
paragliders,closed,High mountains,fixed long segments,137.0,1282103.514742201,5770,3612,1269990.5974124663,1294938.6674531517
paragliders,closed,High mountains,fixed long segments,154.0,1595219.9558438042,5770,3612,1580123.9415190576,1611382.9608496062
paragliders,closed,High mountains,fixed long segments,174.0,2002978.753531196,5770,3612,1983936.1127630912,2023268.2561809255
paragliders,closed,High mountains,fixed long segments,196.0,2494002.008524697,5770,3612,2470032.832612866,2519161.486926509
paragliders,closed,High mountains,fixed long segments,221.0,3107062.132241118,5770,3612,3076782.8076482015,3138783.7487138184
paragliders,closed,High mountains,fixed long segments,249.0,3868640.8786611785,5770,3612,3830724.041011958,3908397.9086354384
paragliders,closed,High mountains,fixed long segments,281.0,4815658.291345321,5770,3612,4767497.805204301,4865750.649400283
paragliders,closed,High mountains,fixed long segments,316.0,5960684.841995234,5770,3612,5900725.4354246445,6023922.169864286
paragliders,closed,High mountains,fixed long segments,357.0,7420914.37162045,5770,3612,7345763.36086081,7500585.680691492
paragliders,closed,High mountains,fixed long segments,402.0,9179316.492352687,5770,3612,9085244.958506245,9277872.309485462
paragliders,closed,High mountains,fixed long segments,453.0,11372979.031867418,5770,3612,11255915.267812926,11496091.382951403
paragliders,closed,High mountains,fixed long segments,511.0,14089028.438691508,5770,3612,13941971.777636448,14244255.424023235
paragliders,closed,High mountains,fixed long segments,576.0,17425133.44046794,5770,3612,17239124.463221483,17618544.550439842
paragliders,closed,High mountains,fixed long segments,649.0,21516951.771967072,5770,3612,21281723.45469285,21759595.566672944
paragliders,closed,High mountains,fixed long segments,732.0,26600598.05246967,5770,3612,26302706.34644451,26907848.39556872
paragliders,closed,High mountains,fixed long segments,825.0,32841612.64181109,5770,3612,32466032.330442335,33229453.152677212
paragliders,closed,High mountains,fixed long segments,931.0,40637838.58886482,5770,3612,40161339.175896406,41128160.12345345
paragliders,closed,High mountains,fixed long segments,1049.0,50135887.043327555,5770,3612,49528560.87865869,50755297.812479064
paragliders,closed,High mountains,fixed long segments,1183.0,61937385.41980069,5770,3612,61178502.47175786,62718511.940440215
paragliders,closed,High mountains,fixed long segments,1334.0,76474888.65818891,5770,3612,75518887.02211946,77463907.2279164
paragliders,closed,High mountains,fixed long segments,1504.0,94373991.67097054,5770,3612,93167853.43651155,95626482.30607137
paragliders,closed,High mountains,fixed long segments,1695.0,116385508.03418544,5770,3612,114872576.7997002,117960943.1463465
paragliders,closed,High mountains,fixed long segments,1911.0,143501248.4397747,5770,3612,141589531.8763134,145491410.61796996
paragliders,closed,High mountains,fixed long segments,2155.0,176925553.13080588,5770,3612,174508498.45236558,179408280.09602237
paragliders,closed,High mountains,fixed long segments,2429.0,217663832.62231368,5770,3612,214633307.74088192,220785601.92843089
paragliders,closed,High mountains,fixed long segments,2739.0,267587153.80983534,5770,3612,263773519.91802132,271545640.52805716
paragliders,closed,High mountains,fixed long segments,3088.0,328096048.87361354,5770,3612,323278552.6334661,333090266.70949334
paragliders,closed,High mountains,fixed long segments,3481.0,400979230.68574524,5770,3612,394980682.9768522,407257159.3359755
paragliders,closed,High mountains,fixed long segments,3925.0,488589930.92759967,5770,3612,481040948.1917444,496461665.652098
paragliders,closed,High mountains,fixed long segments,4425.0,592471658.4155546,5770,3612,583072265.7929937,602377723.7047737
paragliders,closed,High mountains,fixed long segments,4989.0,714473014.9872617,5770,3612,702930402.5463306,726848033.1540415
paragliders,closed,High mountains,fixed long segments,5624.0,855247982.1214905,5770,3612,841053164.6809146,870475103.3723787
paragliders,closed,High mountains,fixed long segments,6341.0,1014816202.6354419,5770,3612,997248754.9621115,1033499517.8633506
paragliders,closed,High mountains,fixed long segments,7149.0,1189385860.6598787,5770,3612,1167915959.6212754,1212457533.0992055
paragliders,closed,High mountains,fixed long segments,8059.0,1370720258.920364,5770,3612,1344491076.5584276,1398545204.3288856
paragliders,closed,High mountains,fixed long segments,9086.0,1544575401.2410746,5770,3612,1512432851.5067897,1578754022.5747752
paragliders,closed,High mountains,fixed long segments,10000.0,1663330971.6312826,5770,3612,1625630747.5301247,1702797217.1494708
