discipline,altitude_band,control,lag_s,mean_m2,n_flights,n_clusters,pointwise_95_low_m2,pointwise_95_high_m2
hang gliders,High mountains,available segments,75.0,673197.2688745297,1973,1285,660264.3996938099,686882.5292596736
hang gliders,High mountains,available segments,85.0,806064.2903322455,1973,1285,790846.9130738205,822595.2694005921
hang gliders,High mountains,available segments,95.0,1027074.4367665896,1973,1285,1006427.7117573749,1048648.0406990547
hang gliders,High mountains,available segments,107.0,1247768.190937448,1973,1285,1222319.2115701486,1274093.304523385
hang gliders,High mountains,available segments,121.0,1532090.2008364159,1973,1285,1501196.3939976897,1565065.571792576
hang gliders,High mountains,available segments,137.0,1924417.8584698248,1973,1285,1883878.4591280574,1966760.0835847815
hang gliders,High mountains,available segments,154.0,2357347.379102255,1973,1285,2307710.220050282,2409268.6578511773
hang gliders,High mountains,available segments,174.0,2926171.82941013,1973,1285,2861712.9566015415,2992676.692926759
hang gliders,High mountains,available segments,196.0,3610890.0006250176,1973,1285,3530319.953801391,3693460.1026276746
hang gliders,High mountains,available segments,221.0,4409533.056848199,1973,1285,4309165.323627892,4513535.655117283
hang gliders,High mountains,available segments,249.0,5432019.2966974275,1973,1285,5304686.303857139,5561685.826429561
hang gliders,High mountains,available segments,281.0,6624754.994745632,1972,1284,6465014.307082135,6787578.56641438
hang gliders,High mountains,available segments,316.0,8093764.7200135635,1972,1284,7895873.139759815,8296693.466004738
hang gliders,High mountains,available segments,357.0,9870938.900829375,1972,1284,9622262.960489543,10124715.19745689
hang gliders,High mountains,available segments,402.0,11960281.503323004,1971,1283,11655005.81102882,12276152.310363011
hang gliders,High mountains,available segments,453.0,14577282.58953927,1971,1283,14195271.604013337,14972442.620517543
hang gliders,High mountains,available segments,511.0,17690301.56519103,1971,1283,17214004.089557722,18186021.937926255
hang gliders,High mountains,available segments,576.0,21488066.834338482,1971,1283,20894678.497937765,22102376.69583288
hang gliders,High mountains,available segments,649.0,26009942.191687625,1969,1281,25273995.097422026,26782637.78622468
hang gliders,High mountains,available segments,732.0,31490207.239349205,1966,1279,30572851.463528384,32448154.954383116
hang gliders,High mountains,available segments,825.0,38150493.88367355,1965,1278,36994301.831732534,39370697.68671868
hang gliders,High mountains,available segments,931.0,46318171.222749956,1962,1277,44848200.410610095,47862564.658361316
hang gliders,High mountains,available segments,1049.0,56082942.52174877,1959,1277,54225129.69853774,58029790.244198434
hang gliders,High mountains,available segments,1183.0,67870312.80319978,1956,1276,65550914.55061976,70330142.939309
hang gliders,High mountains,available segments,1334.0,82119494.40326998,1947,1268,79206599.52074502,85254985.11748815
hang gliders,High mountains,available segments,1504.0,99233844.50148764,1938,1261,95556574.3221139,103159647.14133747
hang gliders,High mountains,available segments,1695.0,120309692.82147396,1914,1250,115703368.20170365,125221442.2020785
hang gliders,High mountains,available segments,1911.0,145699136.05638155,1883,1232,139883064.4676658,151869582.3475828
hang gliders,High mountains,available segments,2155.0,177200022.3693271,1833,1204,169830747.4914593,184886794.0861676
hang gliders,High mountains,available segments,2429.0,213675802.04528224,1791,1178,204257123.56808248,223416110.5501279
hang gliders,High mountains,available segments,2739.0,259066850.0089821,1729,1142,247053277.97471753,271855520.4266207
hang gliders,High mountains,available segments,3088.0,316462706.61309624,1634,1083,301272698.76073825,332349749.22660875
hang gliders,High mountains,available segments,3481.0,381652496.6247484,1505,997,362024387.78283757,402283286.12791824
hang gliders,High mountains,available segments,3925.0,469768836.84001863,1366,913,444780144.33104914,495669340.5791232
hang gliders,High mountains,available segments,4425.0,573404423.4019693,1217,822,540681476.0749714,607329368.3575041
hang gliders,High mountains,available segments,4989.0,709501613.5949721,1038,718,665678914.8099371,756759282.3996272
hang gliders,High mountains,available segments,5624.0,893551588.0766941,837,599,835620171.7477537,956740102.2220194
hang gliders,High mountains,available segments,6341.0,1121974115.7320573,627,467,1041894902.3781623,1209584082.7125747
hang gliders,High mountains,available segments,7149.0,1417630266.384106,453,333,1293339792.9970877,1554876397.9243374
hang gliders,High mountains,available segments,8059.0,1868481640.788104,269,205,1656099296.934812,2106792224.862449
hang gliders,High mountains,available segments,9086.0,2454209005.5384617,156,119,2109197273.6941178,2816369713.4459906
hang gliders,High mountains,available segments,10000.0,2986369663.372549,102,77,2511739278.407358,3514000450.287544
hang gliders,High mountains,fixed long segments,10.0,20935.827339920343,102,77,20157.74512189626,21777.17251688058
hang gliders,High mountains,fixed long segments,11.0,26153.600691253065,102,77,24571.76873591929,27829.484656539436
hang gliders,High mountains,fixed long segments,12.0,27198.20334520527,102,77,25479.648298086864,28954.723903719
hang gliders,High mountains,fixed long segments,14.0,40577.3471105239,102,77,37727.35521073715,43360.84086924558
hang gliders,High mountains,fixed long segments,16.0,53075.57789522059,102,77,49924.007353454,56415.15711308089
hang gliders,High mountains,fixed long segments,18.0,68094.29787071078,102,77,65152.13493779774,71285.84575589406
hang gliders,High mountains,fixed long segments,20.0,77900.02719056372,102,77,74264.66442384986,81739.5171397811
hang gliders,High mountains,fixed long segments,23.0,102740.13694852941,102,77,97435.16971651245,108154.28817614107
hang gliders,High mountains,fixed long segments,25.0,106612.08769914215,102,77,101125.17409842355,112336.05496507249
hang gliders,High mountains,fixed long segments,29.0,156552.46400122548,102,77,149263.9242537723,164357.47813960278
hang gliders,High mountains,fixed long segments,32.0,176704.2220435049,102,77,167480.002306708,186444.2022989119
hang gliders,High mountains,fixed long segments,37.0,236455.2306985294,102,77,224175.4124394448,248932.72658348398
hang gliders,High mountains,fixed long segments,41.0,285963.78553921566,102,77,271787.91510954086,301030.7874028704
hang gliders,High mountains,fixed long segments,46.0,367679.15226715687,102,77,348627.98318917205,387256.57134960196
hang gliders,High mountains,fixed long segments,52.0,439301.1694240196,102,77,417650.0170178066,461647.3483764648
hang gliders,High mountains,fixed long segments,59.0,590475.5265012255,102,77,561962.9462795092,620576.1316817369
hang gliders,High mountains,fixed long segments,67.0,730889.443627451,102,77,693458.7411204636,769100.5648116393
hang gliders,High mountains,fixed long segments,75.0,923820.5891544118,102,77,877113.2120918368,973463.7978934151
hang gliders,High mountains,fixed long segments,85.0,1109462.9424019607,102,77,1054685.7139455928,1167081.3049417357
hang gliders,High mountains,fixed long segments,95.0,1428478.3511029412,102,77,1356124.4617487113,1504665.2467069433
hang gliders,High mountains,fixed long segments,107.0,1749080.5888480393,102,77,1659526.355329427,1842861.5091064603
hang gliders,High mountains,fixed long segments,121.0,2154833.881127451,102,77,2045258.8688176973,2269418.6210519164
hang gliders,High mountains,fixed long segments,137.0,2732631.0772058824,102,77,2591924.189168527,2881069.1394635416
hang gliders,High mountains,fixed long segments,154.0,3355932.3835784313,102,77,3185799.5930370083,3536902.414952349
hang gliders,High mountains,fixed long segments,174.0,4207541.897058823,102,77,3989453.047012927,4439612.792685381
hang gliders,High mountains,fixed long segments,196.0,5231911.083333333,102,77,4958634.826178245,5521705.663834566
hang gliders,High mountains,fixed long segments,221.0,6444281.700980392,102,77,6102253.14535326,6803042.785160086
hang gliders,High mountains,fixed long segments,249.0,8000769.240196078,102,77,7573029.41969866,8448604.2230375
hang gliders,High mountains,fixed long segments,281.0,9851233.455882354,102,77,9315003.011630334,10408641.327754935
hang gliders,High mountains,fixed long segments,316.0,12140457.44117647,102,77,11465239.01979479,12843308.281200675
hang gliders,High mountains,fixed long segments,357.0,14969915.156862745,102,77,14123974.814027732,15849943.006816328
hang gliders,High mountains,fixed long segments,402.0,18322748.69117647,102,77,17284908.37602778,19396518.912057303
hang gliders,High mountains,fixed long segments,453.0,22593620.843137253,102,77,21296711.017489582,23945058.822028067
hang gliders,High mountains,fixed long segments,511.0,27773750.774509802,102,77,26149144.536951583,29474204.30823325
hang gliders,High mountains,fixed long segments,576.0,34208235.078431375,102,77,32158946.45511708,36359477.70473965
hang gliders,High mountains,fixed long segments,649.0,41965803.686274506,102,77,39451742.97161112,44644620.33848626
hang gliders,High mountains,fixed long segments,732.0,51520965.98039216,102,77,48360734.77837529,54872974.85119047
hang gliders,High mountains,fixed long segments,825.0,63338568.35294118,102,77,59375541.92156955,67533268.65703389
hang gliders,High mountains,fixed long segments,931.0,78184185.31372549,102,77,73205302.46650533,83457422.77600491
hang gliders,High mountains,fixed long segments,1049.0,96284124.98039216,102,77,89913810.9112013,102868193.0346739
hang gliders,High mountains,fixed long segments,1183.0,118539020.43137255,102,77,110472407.5596519,126686122.6583172
hang gliders,High mountains,fixed long segments,1334.0,146036508.9019608,102,77,135857227.9606429,156223326.1845614
hang gliders,High mountains,fixed long segments,1504.0,179854827.1372549,102,77,166998274.19261408,192860611.62210524
hang gliders,High mountains,fixed long segments,1695.0,221822515.92156863,102,77,205534150.55640188,238208523.87999997
hang gliders,High mountains,fixed long segments,1911.0,272852142.6666667,102,77,252363562.98229507,293468011.18861395
hang gliders,High mountains,fixed long segments,2155.0,336261937.8039216,102,77,310580914.544,361974835.8372266
hang gliders,High mountains,fixed long segments,2429.0,412765208.7058824,102,77,380833519.7770056,445298585.02224034
hang gliders,High mountains,fixed long segments,2739.0,506246567.6862745,102,77,465804675.455469,547214969.8923031
hang gliders,High mountains,fixed long segments,3088.0,619540402.9803921,102,77,568320643.356949,670831475.7694836
hang gliders,High mountains,fixed long segments,3481.0,755619475.2941177,102,77,691553618.0571175,821381097.5820018
hang gliders,High mountains,fixed long segments,3925.0,919481848.4705882,102,77,837343431.9860164,1001747371.8072288
hang gliders,High mountains,fixed long segments,4425.0,1113125607.6862745,102,77,1010843873.4974163,1216162478.3713253
hang gliders,High mountains,fixed long segments,4989.0,1338332841.4117646,102,77,1209505338.8500686,1468564576.5166667
hang gliders,High mountains,fixed long segments,5624.0,1594726025.0980392,102,77,1432193663.8414664,1759164835.8289473
hang gliders,High mountains,fixed long segments,6341.0,1882673040.627451,102,77,1679664254.2610264,2088354541.6406682
hang gliders,High mountains,fixed long segments,7149.0,2190548048.3137255,102,77,1935889762.398335,2448949082.694902
hang gliders,High mountains,fixed long segments,8059.0,2495124401.882353,102,77,2180554327.704758,2825679629.886879
hang gliders,High mountains,fixed long segments,9086.0,2782104142.4313726,102,77,2389181023.1035895,3206380157.128124
hang gliders,High mountains,fixed long segments,10000.0,2986369663.372549,102,77,2511739278.407358,3514000450.287544
